Payment,Product line,Invoice ID,Branch,City,Customer type,Gender,Unit price,Quantity,Tax 5%,Total,date,Time,cogs,gross income,Rating,day_of_week,hour,profit_margin,rush_hour,spending_category,rating_sentiment,avg_product_rating,total_revenue,avg_transaction,num_transactions
Cash,Fashion accessories,807343742,a,yangon,Normal,male,5238,1,2619,54999,20190326,1944,5238,2619,58,3,19,0047619046380487036,no,low,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,865926136,a,yangon,Normal,male,5275,3,79125,1661625,20190323,1016,15825,79125,93,7,10,004761904529595415,no,medium,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,404915964,a,yangon,Normal,male,7458,7,26103,548163,20190204,1609,52206,26103,90,2,16,0047619046624896744,no,high,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,544559589,b,mandalay,Member,female,2143,10,10715,225015,20190128,1151,2143,10715,62,2,11,0047619048426337136,no,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Credit card,Electronic accessories,431662305,b,mandalay,Normal,female,8825,9,397125,8339625,20190215,2051,79425,397125,76,6,20,00476190480546841,no,high,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,373881424,c,naypyitaw,Member,male,3581,5,89525,1880025,20190206,1844,17905,89525,79,4,18,0047619048826825765,yes,medium,positive,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Sports and travel,225320908,c,naypyitaw,Normal,female,4486,10,2243,47103,20190126,1954,4486,2243,82,7,19,004761904839034563,no,medium,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,169524504,a,yangon,Normal,female,1569,3,23535,494235,20190314,1413,4707,23535,58,5,14,004761904532190847,no,low,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,518172983,a,yangon,Normal,female,4863,4,9726,204246,20190204,1544,19452,9726,76,2,15,004761904628497805,no,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,241729525,b,mandalay,Normal,male,5191,10,25955,545055,20190216,1221,5191,25955,82,7,12,00476190481189575,yes,high,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,563369814,a,yangon,Member,male,7682,1,3841,80661,20190213,1827,7682,3841,72,4,18,004761904677453055,yes,low,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,401188016,b,mandalay,Member,female,9813,1,49065,1030365,20190121,1736,9813,49065,89,2,17,004761904673755294,yes,medium,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,695095146,b,mandalay,Member,female,9879,3,148185,3111885,20190223,2000,29637,148185,64,7,20,00476190451381653,no,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,851983555,b,mandalay,Normal,female,8288,5,2072,43512,20190324,1408,4144,2072,66,1,14,004761904657535707,no,medium,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,228961411,c,naypyitaw,Member,female,987,8,3948,82908,20190304,2039,7896,3948,76,2,20,0047619046085340705,no,high,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,285685083,c,naypyitaw,Member,female,2474,3,3711,77931,20190215,1747,7422,3711,100,6,17,004761904732768049,yes,low,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,416135917,c,naypyitaw,Normal,female,9703,5,242575,5094075,20190130,1624,48515,242575,93,4,16,00476190469058573,no,high,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Food and beverages,862598517,c,naypyitaw,Normal,female,9024,6,27072,568512,20190127,1117,54144,27072,62,1,11,0047619046500719686,no,high,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,277632961,b,mandalay,Member,male,7397,1,36985,776685,20190203,1553,7397,36985,54,1,15,004761904484170494,no,low,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Sports and travel,840765966,a,yangon,Member,male,1276,2,1276,26796,20190108,1806,2552,1276,78,3,18,0047619049313817864,yes,low,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Ewallet,Food and beverages,642322990,a,yangon,Normal,female,1096,10,548,11508,20190202,2048,1096,548,60,7,20,004761904702711511,no,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,651887328,a,yangon,Normal,female,6574,9,29583,621243,20190101,1355,59166,29583,77,3,13,0047619049373455374,yes,high,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Fashion accessories,588478641,a,yangon,Member,male,5604,10,2802,58842,20190114,1930,5604,2802,44,2,19,004761904978003092,no,high,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,630745166,a,yangon,Normal,male,6213,6,18639,391419,20190322,2019,37278,18639,74,6,20,004761904669087475,no,medium,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Electronic accessories,715201673,b,mandalay,Normal,male,2838,5,7095,148995,20190306,2057,1419,7095,94,4,20,0047619047771445565,no,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,702835291,c,naypyitaw,Member,male,9982,9,44919,943299,20190327,1043,89838,44919,66,4,10,004761904569333532,no,high,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,531564728,a,yangon,Normal,male,8008,3,12012,252252,20190211,1529,24024,12012,54,2,15,004761904815913923,no,medium,neutral,68.375,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,778715554,c,naypyitaw,Member,male,1543,1,07715,162015,20190125,1546,1543,07715,61,6,15,0047619047268670625,no,low,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,219229386,b,mandalay,Member,male,9996,9,44982,944622,20190309,1726,89964,44982,42,7,17,004761904550373087,yes,high,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,376563573,c,naypyitaw,Normal,female,9542,4,19084,400764,20190202,1323,38168,19084,64,7,13,004761904580598809,yes,medium,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,727756477,c,naypyitaw,Normal,male,2884,4,5768,121128,20190329,1444,11536,5768,64,6,14,004761904930617846,no,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Cash,Food and beverages,735064124,c,naypyitaw,Normal,male,4861,1,24305,510405,20190225,1531,4861,24305,44,2,15,0047619047619047616,no,low,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,622201945,c,naypyitaw,Normal,female,3942,1,1971,41391,20190118,1508,3942,1971,84,6,15,0047619047893340725,no,low,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,840192096,c,naypyitaw,Member,male,8791,5,219775,4615275,20190314,1810,43955,219775,44,5,18,0047619049980582986,yes,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Food and beverages,490950021,b,mandalay,Member,female,3321,10,16605,348705,20190108,1425,3321,16605,60,3,14,0047619048139981524,no,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,811351094,b,mandalay,Member,male,5045,6,15135,317835,20190206,1516,3027,15135,89,4,15,004761904961940282,no,medium,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Cash,Health and beauty,829343910,a,yangon,Normal,female,7138,10,3569,74949,20190329,1921,7138,3569,57,6,19,004761904640720855,no,high,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,783091637,b,mandalay,Normal,female,6743,5,168575,3540075,20190306,1813,33715,168575,63,4,18,004761904684935102,yes,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Ewallet,Fashion accessories,667235919,a,yangon,Member,female,967,5,24175,507675,20190114,1252,4835,24175,70,2,12,0047619047261235524,yes,high,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Ewallet,Home and lifestyle,472159636,a,yangon,Normal,male,5093,8,20372,427812,20190322,1936,40744,20372,92,6,19,004761904570831322,no,medium,positive,68.375,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,539217227,b,mandalay,Normal,female,5154,5,12885,270585,20190126,1745,2577,12885,42,7,17,004761904996870816,yes,medium,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Food and beverages,436544512,a,yangon,Member,female,9161,1,45805,961905,20190320,1944,9161,45805,98,4,19,004761904974356912,no,low,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,386277606,c,naypyitaw,Member,female,812,7,2842,59682,20190323,1559,5684,2842,81,7,15,0047619047162497284,no,high,positive,68.375,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,343759322,b,mandalay,Member,female,1185,8,474,9954,20190109,1634,948,474,41,4,16,004761904488167196,no,low,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,118621812,c,naypyitaw,Member,female,7838,4,15676,329196,20190324,1756,31352,15676,79,1,17,0047619044446164605,yes,medium,positive,68.375,3.10603461E8,902917.0377906977,344
Ewallet,Health and beauty,875465808,b,mandalay,Member,male,259,10,1295,27195,20190206,1451,2590,1295,87,4,14,004761904478020949,no,medium,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,283799594,b,mandalay,Normal,female,4851,7,169785,3565485,20190125,1330,33957,169785,52,6,13,0047619049656944336,yes,medium,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,347726115,b,mandalay,Member,female,9074,7,31759,666939,20190116,1803,63518,31759,62,4,18,004761904693812986,yes,high,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,745740715,a,yangon,Normal,male,5803,2,5803,121863,20190310,2046,11606,5803,88,1,20,0047619047805375965,no,medium,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Food and beverages,214176927,c,naypyitaw,Normal,female,1648,6,4944,103824,20190207,1823,9888,4944,99,5,18,0047619046525536876,yes,medium,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,891588335,b,mandalay,Member,female,2961,7,103635,2176335,20190311,1553,20727,103635,65,2,15,004761904615837433,no,medium,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Ewallet,Health and beauty,207731363,b,mandalay,Normal,male,6951,2,6951,145971,20190301,1215,13902,6951,81,6,12,0047619051352369844,yes,medium,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,725672480,b,mandalay,Member,female,5875,6,17625,370125,20190324,1814,3525,17625,59,1,18,0047619047619047616,yes,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,430023888,b,mandalay,Normal,male,4602,6,13806,289926,20190207,1555,27612,13806,71,5,15,0047619047619047616,no,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,873510671,a,yangon,Member,female,2198,7,7693,161553,20190110,1642,15386,7693,51,5,16,0047619048462357205,no,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Ewallet,Health and beauty,287831405,a,yangon,Normal,male,2543,6,7629,160209,20190212,1901,15258,7629,70,3,19,004761904889462379,no,medium,neutral,70.03289473684211,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,359945395,b,mandalay,Normal,male,9278,1,4639,97419,20190315,1050,9278,4639,98,6,10,0047619047619047616,no,low,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,109864363,b,mandalay,Member,female,6008,7,21028,441588,20190214,1136,42056,21028,45,5,11,004761904597360213,no,medium,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,409339708,a,yangon,Normal,female,9848,2,9848,206808,20190219,1012,19696,9848,92,3,10,0047619045862323975,no,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,263103913,c,naypyitaw,Member,male,4904,9,22068,463428,20190109,1420,44136,22068,86,4,14,004761904840299786,no,medium,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Credit card,Food and beverages,889049723,b,mandalay,Member,female,8914,4,17828,374388,20190107,1220,35656,17828,78,2,12,00476190451930584,yes,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,459507686,a,yangon,Normal,female,2346,6,7038,147798,20190113,1914,14076,7038,64,1,19,004761904700451885,no,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,308810538,a,yangon,Normal,female,7305,4,1461,30681,20190225,1716,2922,1461,49,2,17,004761904687896315,yes,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,577347579,c,naypyitaw,Member,male,5049,9,227205,4771305,20190110,1716,45441,227205,54,5,17,004761905028407484,yes,medium,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,234652137,c,naypyitaw,Normal,male,9558,10,4779,100359,20190116,1332,9558,4779,48,4,13,0047619047257042725,yes,high,neutral,68.375,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,632324574,b,mandalay,Normal,male,7592,8,30368,637728,20190320,1414,60736,30368,55,4,14,004761904562514787,no,high,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,841188232,b,mandalay,Normal,female,712,1,356,7476,20190105,2040,712,356,92,7,20,0047619045492967964,no,low,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,699881972,b,mandalay,Normal,male,9916,8,39664,832944,20190128,1747,79328,39664,42,2,17,0047619051108401186,yes,high,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Credit card,Home and lifestyle,246556923,c,naypyitaw,Member,female,3579,9,161055,3382155,20190310,1506,32211,161055,51,1,15,0047619043322325735,no,medium,neutral,68.375,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,199758169,a,yangon,Member,male,1581,10,7905,166005,20190306,1227,1581,7905,86,4,12,004761904748226541,yes,medium,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Electronic accessories,608276295,b,mandalay,Member,male,5289,6,15867,333207,20190119,1734,31734,15867,98,7,17,004761904639243004,yes,medium,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,613599758,c,naypyitaw,Normal,female,1436,10,718,15078,20190127,1428,1436,718,54,1,14,004761904686607867,no,medium,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,131158856,c,naypyitaw,Member,female,7252,8,29008,609168,20190330,1926,58016,29008,40,7,19,0047619044338877516,no,high,negative,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,324923863,a,yangon,Member,male,2089,2,2089,43869,20190205,1845,4178,2089,98,3,18,0047619047877846904,yes,low,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,803835989,c,naypyitaw,Normal,male,5573,6,16719,351099,20190224,1055,33438,16719,70,1,10,0047619047360356694,no,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,589028023,a,yangon,Member,male,8377,2,8377,175917,20190115,1054,16754,8377,70,3,10,004761904477939217,no,medium,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Ewallet,Health and beauty,190143147,b,mandalay,Normal,female,1797,4,3594,75474,20190223,2043,7188,3594,64,7,20,004761904957458801,no,low,neutral,70.03289473684211,2.96273397E8,858763.4695652174,345
Credit card,Sports and travel,679226530,b,mandalay,Normal,female,4062,2,4062,85302,20190117,1001,8124,4062,41,5,10,004761904415857892,no,low,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,222420244,b,mandalay,Member,female,7211,9,324495,6814395,20190128,1353,64899,324495,77,2,13,004761904815219032,yes,high,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,226340034,b,mandalay,Normal,female,1378,4,2756,57876,20190110,1110,5512,2756,90,5,11,004761904879603972,no,low,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,490291201,a,yangon,Normal,female,1534,1,0767,16107,20190106,1109,1534,0767,65,1,11,004761904779526394,no,low,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,873146353,a,yangon,Member,male,2482,7,8687,182427,20190216,1033,17374,8687,71,7,10,004761904861480071,no,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,355535943,a,yangon,Member,female,6884,6,20652,433692,20190225,1436,41304,20652,58,2,14,004761905013215263,no,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Health and beauty,617154209,c,naypyitaw,Member,male,1537,2,1537,32277,20190316,1947,3074,1537,72,7,19,004761904515683432,no,low,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,362588315,c,naypyitaw,Normal,male,7652,5,1913,40173,20190325,1023,3826,1913,99,2,10,0047619044227735434,no,medium,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,266766436,c,naypyitaw,Member,female,386,3,579,12159,20190328,1357,1158,579,75,5,13,004761904873952786,yes,medium,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,325908763,c,naypyitaw,Member,female,4657,10,23285,488985,20190127,1358,4657,23285,76,1,13,0047619048733512824,yes,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,510790415,b,mandalay,Member,female,2308,6,6924,145404,20190124,1920,13848,6924,49,5,19,004761904387116774,no,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,674566360,a,yangon,Normal,male,9515,1,47575,999075,20190322,1400,9515,47575,60,6,14,0047619048755425324,no,low,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Credit card,Electronic accessories,700811757,a,yangon,Normal,female,2631,5,65775,1381275,20190118,2059,13155,65775,88,6,20,004761904581077743,no,medium,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,239363640,b,mandalay,Normal,male,4535,6,13605,285705,20190131,1344,2721,13605,61,5,13,004761904825485119,yes,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,811038790,a,yangon,Normal,female,4548,10,2274,47754,20190301,1022,4548,2274,48,6,10,004761904628767671,no,medium,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Cash,Fashion accessories,196012849,c,naypyitaw,Member,female,7338,7,25683,539343,20190210,1356,51366,25683,95,1,13,0047619047113843384,yes,high,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Credit card,Health and beauty,449166770,a,yangon,Normal,male,5079,5,126975,2666475,20190219,1453,25395,126975,53,3,14,004761905000340486,no,medium,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,437533084,b,mandalay,Normal,male,9989,2,9989,209769,20190226,1148,19978,9989,71,3,11,004761904978395584,no,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Ewallet,Electronic accessories,197777132,b,mandalay,Member,male,9156,8,36624,769104,20190112,1822,73248,36624,60,7,18,004761904809142132,yes,high,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Home and lifestyle,319503348,b,mandalay,Normal,female,403,2,403,8463,20190311,1530,806,403,44,2,15,0047619051643601334,no,low,neutral,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Sports and travel,129298530,a,yangon,Member,male,6262,5,15655,328755,20190310,1915,3131,15655,70,1,19,0047619046099546224,no,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Ewallet,Home and lifestyle,305140245,b,mandalay,Member,female,9449,8,37796,793716,20190303,1900,75592,37796,75,1,19,004761904922108884,no,high,positive,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Home and lifestyle,856228149,a,yangon,Normal,female,2529,1,12645,265545,20190323,1013,2529,12645,61,7,10,004761904740527471,no,low,neutral,68.375,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,346843103,b,mandalay,Member,female,1322,5,3305,69405,20190302,1926,661,3305,43,7,19,004761904941842698,no,low,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,537720426,c,naypyitaw,Member,male,7099,10,35495,745395,20190320,1628,7099,35495,57,4,16,0047619044938355226,no,high,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,442483607,a,yangon,Member,male,2348,2,2348,49308,20190314,1121,4696,2348,79,5,11,0047619049921567694,no,low,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Health and beauty,314234520,c,naypyitaw,Member,male,8123,7,284305,5970405,20190115,2044,56861,284305,90,3,20,0047619045489266314,no,high,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,602166955,b,mandalay,Normal,female,766,10,383,8043,20190124,1810,7660,383,60,5,18,004761904739319625,yes,high,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,301818610,b,mandalay,Member,male,2542,8,10168,213528,20190319,1942,20336,10168,67,3,19,004761904868244592,no,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,438231242,b,mandalay,Normal,male,7588,7,26558,557718,20190124,1038,53116,26558,89,5,10,004761904713048823,no,high,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,759299521,a,yangon,Member,female,4896,9,22032,462672,20190304,1127,44064,22032,80,2,11,00476190470301242,no,medium,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,696902548,a,yangon,Normal,male,2584,3,3876,81396,20190310,1855,7752,3876,66,1,18,0047619044550446785,yes,low,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,744095786,b,mandalay,Normal,male,2201,6,6603,138663,20190102,1850,13206,6603,76,4,18,0047619050730361476,yes,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,155453814,c,naypyitaw,Member,female,8855,8,3542,74382,20190319,1529,7084,3542,47,3,15,0047619044688463626,no,high,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Credit card,Home and lifestyle,838021821,c,naypyitaw,Member,female,1273,2,1273,26733,20190222,1210,2546,1273,52,6,12,004761904804373866,yes,low,neutral,68.375,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,405313305,a,yangon,Member,male,4313,10,21565,452865,20190202,1831,4313,21565,55,7,18,004761904982519603,yes,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,541083113,c,naypyitaw,Normal,male,6597,8,26388,554148,20190202,2029,52776,26388,84,7,20,0047619047619047616,no,high,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,369822676,b,mandalay,Normal,male,7566,5,18915,397215,20190115,1822,3783,18915,78,3,18,0047619050362935726,yes,medium,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,380605336,a,yangon,Normal,female,4026,10,2013,42273,20190224,1806,4026,2013,50,1,18,0047619044396205984,yes,medium,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,459452396,a,yangon,Member,female,996,3,1494,31374,20190225,1845,2988,1494,58,2,18,004761904776379507,yes,medium,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,803178013,a,yangon,Member,female,8879,8,35516,745836,20190217,1709,71032,35516,41,1,17,00476190461577163,yes,high,neutral,68.375,3.10603461E8,902917.0377906977,344
Ewallet,Fashion accessories,413206708,c,naypyitaw,Member,female,5147,1,25735,540435,20190318,1552,5147,25735,85,2,15,004761904698881831,no,low,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,869113082,b,mandalay,Member,male,9616,4,19232,403872,20190127,2003,38464,19232,84,1,20,004761904739415923,no,medium,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,151278496,c,naypyitaw,Normal,female,5613,4,11226,235746,20190119,1143,22452,11226,86,7,11,004761904646323427,no,medium,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Health and beauty,338652210,c,naypyitaw,Member,female,686,10,343,7203,20190205,1957,6860,343,91,3,19,00476190473668579,no,high,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Credit card,Electronic accessories,378077001,b,mandalay,Member,male,4809,3,72135,1514835,20190210,1823,14427,72135,78,1,18,0047619046120103474,yes,medium,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,236863015,c,naypyitaw,Member,male,1398,1,0699,14679,20190204,1338,1398,0699,98,2,13,004761904800576557,yes,low,positive,68.375,2.96273397E8,858763.4695652174,345
Credit card,Sports and travel,842294695,c,naypyitaw,Member,male,1714,7,5999,125979,20190116,1207,11998,5999,79,4,12,0047619049601694344,yes,medium,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,895660685,b,mandalay,Member,male,1808,3,2712,56952,20190305,1946,5424,2712,80,3,19,004761904602426384,no,low,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Home and lifestyle,808650703,c,naypyitaw,Normal,male,3547,4,7094,148974,20190314,1722,14188,7094,69,5,17,004761904700936992,yes,medium,neutral,68.375,2.70194988E8,868794.1736334405,311
Cash,Fashion accessories,834259262,c,naypyitaw,Normal,female,8168,4,16336,343056,20190106,1212,32672,16336,91,1,12,004761904894282749,yes,medium,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,598479715,c,naypyitaw,Normal,male,8407,4,16814,353094,20190307,1654,33628,16814,44,5,16,0047619046075671745,no,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,556416224,c,naypyitaw,Normal,male,3364,8,13456,282576,20190215,1710,26912,13456,93,6,17,0047619050672556146,yes,medium,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,238456950,b,mandalay,Member,male,5372,1,2686,56406,20190301,2003,5372,2686,64,6,20,0047619051040767336,no,low,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Home and lifestyle,744167898,b,mandalay,Normal,female,9737,10,48685,1022385,20190115,1348,9737,48685,49,3,13,004761904850742259,yes,high,neutral,68.375,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,864247918,a,yangon,Member,female,2449,10,12245,257145,20190222,1515,2449,12245,81,6,15,004761904920849164,no,medium,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,755123214,c,naypyitaw,Member,female,4422,5,11055,232155,20190305,1707,2211,11055,86,3,17,0047619049183969774,yes,medium,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,665639737,b,mandalay,Normal,male,5242,3,7863,165123,20190227,1736,15726,7863,75,4,17,004761904679397063,yes,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,784219238,c,naypyitaw,Member,male,1017,1,05085,106785,20190207,1415,1017,05085,59,5,14,004761904496107471,no,low,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,896340956,a,yangon,Normal,male,2132,1,1066,22386,20190126,1243,2132,1066,59,7,12,0047619047619047616,yes,low,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
